Source;Target;Weight;Type;PreSynTransmitter;PostSynReceptor
AIYR;AIYL;7;chemical;Acetylcholine;ACR-14, GAR-2
AIYR;AIZR;70;chemical;Acetylcholine;
AIYR;RIAR;50;chemical;Acetylcholine;
AIYR;RIBR;60;chemical;Acetylcholine;
AIYR;RIVR;1;chemical;Acetylcholine;
AIZL;ADFL;1;chemical;Glutamate;MGL-3
AIZL;ASEL;4;chemical;Glutamate;MGL-3
AIZL;AWCR;2;chemical;Glutamate;
AIZL;AFDL;1;chemical;Glutamate;
AIZL;URYDL;3;chemical;Glutamate;
AIZL;AIAL;12;chemical;Glutamate;GLC-3, GLR-2, MGL-1
AIZL;AIBL;10;chemical;Glutamate;GLR-1, GLR-2, GLR-5, MGL-2
AIZL;AIBR;53;chemical;Glutamate;GLR-1, GLR-2, GLR-5, MGL-2
AIZL;RIAL;29;chemical;Glutamate;
AIZL;RICR;11;chemical;Glutamate;
AIZL;RIGL;4;chemical;Glutamate;
AIZL;AVKR;4;chemical;Glutamate;GLR-5
AIZL;DVA;1;chemical;Glutamate;GLR-4, GLR-5, NMR-1
AIZL;AVEL;3;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
AIZL;AVER;26;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
AIZL;RIML;35;chemical;Glutamate;
AIZL;SMBDL;24;chemical;Glutamate;
AIZL;SMDVL;3;chemical;Glutamate;
AIZR;ADFR;1;chemical;Glutamate;MGL-3
AIZR;ASER;2;chemical;Glutamate;MGL-3
AIZR;AWAR;1;chemical;Glutamate;
AIZR;AWCR;2;chemical;Glutamate;
AIZR;AIAR;5;chemical;Glutamate;GLC-3, GLR-2, MGL-1
AIZR;AIBL;50;chemical;Glutamate;GLR-1, GLR-2, GLR-5, MGL-2
AIZR;AIBR;3;chemical;Glutamate;GLR-1, GLR-2, GLR-5, MGL-2
AIZR;RIAR;25;chemical;Glutamate;
AIZR;DVA;3;chemical;Glutamate;GLR-4, GLR-5, NMR-1
AIZR;AVEL;28;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
AIZR;AVER;1;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
AIZR;RIMR;34;chemical;Glutamate;
AIZR;SIADR;1;chemical;Glutamate;
AIZR;SMBDR;17;chemical;Glutamate;
AIZR;SMDDR;4;chemical;Glutamate;
ADAL;ADLL;2;chemical;Glutamate;
ADAL;URXL;2;chemical;Glutamate;
ADAL;AIAL;2;chemical;Glutamate;GLC-3, GLR-2, MGL-1
ADAL;AIBL;2;chemical;Glutamate;GLR-1, GLR-2, GLR-5, MGL-2
ADAL;AIBR;2;chemical;Glutamate;GLR-1, GLR-2, GLR-5, MGL-2
ADAL;RICL;3;chemical;Glutamate;
ADAL;RICR;1;chemical;Glutamate;
ADAL;AVJR;11;chemical;Glutamate;GLR-1
ADAL;PVPL;1;chemical;Glutamate;
ADAL;RID;1;chemical;Glutamate;
ADAL;AVAL;3;chemical;Glutamate;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
ADAL;AVAR;7;chemical;Glutamate;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
ADAL;AVBL;5;chemical;Glutamate;GLR-1, GLR-5
ADAL;AVBR;21;chemical;Glutamate;GLR-1, GLR-5
ADAL;AVDL;1;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
ADAL;AVDR;2;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
ADAL;AVEL;3;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
ADAL;RIML;9;chemical;Glutamate;
ADAL;SMDVR;3;chemical;Glutamate;
ADAR;ASHR;2;chemical;Glutamate;
ADAR;URXR;2;chemical;Glutamate;
ADAR;URYDR;2;chemical;Glutamate;
ADAR;AIBL;1;chemical;Glutamate;GLR-1, GLR-2, GLR-5, MGL-2
ADAR;AIBR;3;chemical;Glutamate;GLR-1, GLR-2, GLR-5, MGL-2
ADAR;RIFR;1;chemical;Glutamate;
ADAR;AVJL;13;chemical;Glutamate;GLR-1
ADAR;PVR;6;chemical;Glutamate;
ADAR;AVAR;8;chemical;Glutamate;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
ADAR;AVBL;8;chemical;Glutamate;GLR-1, GLR-5
ADAR;AVBR;15;chemical;Glutamate;GLR-1, GLR-5
ADAR;AVDL;2;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
ADAR;AVDR;3;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
ADAR;AVEL;1;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
ADAR;RIMR;15;chemical;Glutamate;
ADAR;RIVR;5;chemical;Glutamate;
ADAR;SMDVL;1;chemical;Glutamate;
AIML;ASGL;8;chemical;Glutamate, Serotonin;
AIML;ASJL;2;chemical;Glutamate, Serotonin;
AIML;ASKL;7;chemical;Glutamate, Serotonin;
AIML;CEPDL;3;chemical;Glutamate, Serotonin;
AIML;ALML;1;chemical;Glutamate, Serotonin;GLR-8
AIML;URXL;1;chemical;Glutamate, Serotonin;
AIML;AIAL;11;chemical;Glutamate, Serotonin;GLC-3, GLR-2, MGL-1, MOD-1
AIML;RIFL;2;chemical;Glutamate, Serotonin;
AIML;RMGL;3;chemical;Glutamate, Serotonin;
AIML;AVFL;5;chemical;Glutamate, Serotonin;
AIML;AVFR;4;chemical;Glutamate, Serotonin;
AIML;AVHL;2;chemical;Glutamate, Serotonin;GLR-4, SER-2
AIML;AVHR;1;chemical;Glutamate, Serotonin;GLR-4, SER-2
AIML;AVJL;1;chemical;Glutamate, Serotonin;GLR-1, SER-5
AIML;PVQL;1;chemical;Glutamate, Serotonin;GLR-1, GLR-5, SER-1, SER-3
AIML;RID;2;chemical;Glutamate, Serotonin;MOD-1, SER-2
AIML;AVDL;1;chemical;Glutamate, Serotonin;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
AIMR;ADFR;2;chemical;Glutamate, Serotonin;MGL-3
AIMR;ASGR;6;chemical;Glutamate, Serotonin;
AIMR;ASJR;4;chemical;Glutamate, Serotonin;
AIMR;ASKR;4;chemical;Glutamate, Serotonin;
AIMR;OLQDR;1;chemical;Glutamate, Serotonin;
AIMR;CEPVR;1;chemical;Glutamate, Serotonin;
AIMR;BDUR;2;chemical;Glutamate, Serotonin;GLR-8, SER-2
AIMR;URXR;5;chemical;Glutamate, Serotonin;
AIMR;AIAR;10;chemical;Glutamate, Serotonin;GLC-3, GLR-2, MGL-1, MOD-1
AIMR;AIMR;1;chemical;Glutamate, Serotonin;
AIMR;ALA;2;chemical;Glutamate, Serotonin;
AIMR;RIFR;3;chemical;Glutamate, Serotonin;
AIMR;RMGR;4;chemical;Glutamate, Serotonin;
AIMR;AVFL;3;chemical;Glutamate, Serotonin;
AIMR;AVFR;4;chemical;Glutamate, Serotonin;
AIMR;AVHR;2;chemical;Glutamate, Serotonin;GLR-4, SER-2
AIMR;AVJR;1;chemical;Glutamate, Serotonin;GLR-1, SER-5
AIMR;AVAR;1;chemical;Glutamate, Serotonin;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
AIMR;AVDR;2;chemical;Glutamate, Serotonin;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
AIMR;RMDR;1;chemical;Glutamate, Serotonin;GLR-1, SER-1
AIMR;HSNL;3;chemical;Glutamate, Serotonin;GLR-5
AIMR;HSNR;3;chemical;Glutamate, Serotonin;GLR-5
AINL;ASEL;1;chemical;Acetylcholine;
AINL;ASGR;1;chemical;Acetylcholine;
AINL;ASIL;11;chemical;Acetylcholine;
AINL;AFDR;10;chemical;Acetylcholine;
AINL;CEPVR;2;chemical;Acetylcholine;
AINL;BAGL;5;chemical;Acetylcholine;
AINL;AUAR;2;chemical;Acetylcholine;
AINL;AIAR;1;chemical;Acetylcholine;
AINL;RIBL;2;chemical;Acetylcholine;
AINL;RIBR;3;chemical;Acetylcholine;
AINL;RMFL;1;chemical;Acetylcholine;
AINL;RID;2;chemical;Acetylcholine;
AINL;RMDVL;3;chemical;Acetylcholine;
AINR;ASEL;1;chemical;Acetylcholine;
AINR;ASER;3;chemical;Acetylcholine;
AINR;ASGL;1;chemical;Acetylcholine;
AINR;AWCL;2;chemical;Acetylcholine;
AINR;AFDL;9;chemical;Acetylcholine;
AINR;AFDR;3;chemical;Acetylcholine;
AINR;CEPDL;2;chemical;Acetylcholine;
AINR;BAGR;9;chemical;Acetylcholine;
AINR;URXL;2;chemical;Acetylcholine;
AINR;URXR;2;chemical;Acetylcholine;
AINR;AUAL;1;chemical;Acetylcholine;
AINR;AUAR;2;chemical;Acetylcholine;
AINR;AIAL;2;chemical;Acetylcholine;
AINR;AIBL;2;chemical;Acetylcholine;
AINR;RIBL;8;chemical;Acetylcholine;
AINR;RID;2;chemical;Acetylcholine;
RIAL;CEPDL;1;chemical;Glutamate;
RIAL;BAGR;2;chemical;Glutamate;
RIAL;URXL;2;chemical;Glutamate;
RIAL;AQR;4;chemical;Glutamate;
RIAL;AIZL;1;chemical;Glutamate;
RIAL;RIAR;23;chemical;Glutamate;
RIAL;RIBL;2;chemical;Glutamate;
RIAL;AVAL;2;chemical;Glutamate;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
RIAL;RIML;2;chemical;Glutamate;
RIAL;RIMR;2;chemical;Glutamate;
RIAL;RMDDL;48;chemical;Glutamate;GLR-1
RIAL;RMDDR;35;chemical;Glutamate;GLR-1
RIAL;RMDL;26;chemical;Glutamate;GLR-1
RIAL;RMDR;17;chemical;Glutamate;GLR-1
RIAL;RMDVL;48;chemical;Glutamate;GLR-1
RIAL;RMDVR;48;chemical;Glutamate;GLR-1
RIAL;RIVL;8;chemical;Glutamate;
RIAL;RIVR;12;chemical;Glutamate;
RIAL;SAADL;1;chemical;Glutamate;
RIAL;SIADL;3;chemical;Glutamate;
RIAL;SIAVR;2;chemical;Glutamate;
RIAL;SMBDR;7;chemical;Glutamate;
RIAL;SMDDL;22;chemical;Glutamate;
RIAL;SMDDR;33;chemical;Glutamate;
RIAL;SMDVL;14;chemical;Glutamate;
RIAL;SMDVR;32;chemical;Glutamate;
RIAR;ADFR;2;chemical;Glutamate;MGL-3
RIAR;IL1R;2;chemical;Glutamate;
RIAR;CEPVL;1;chemical;Glutamate;
RIAR;CEPVR;1;chemical;Glutamate;
RIAR;AUAR;2;chemical;Glutamate;GLR-4
RIAR;RIAL;38;chemical;Glutamate;
RIAR;RIAR;3;chemical;Glutamate;
RIAR;RIBR;1;chemical;Glutamate;
RIAR;AVAR;2;chemical;Glutamate;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
RIAR;RMDDL;48;chemical;Glutamate;GLR-1
RIAR;RMDDR;53;chemical;Glutamate;GLR-1
RIAR;RMDL;9;chemical;Glutamate;GLR-1
RIAR;RMDR;35;chemical;Glutamate;GLR-1
RIAR;RMDVL;57;chemical;Glutamate;GLR-1
RIAR;RMDVR;47;chemical;Glutamate;GLR-1
RIAR;RIVL;3;chemical;Glutamate;
RIAR;RIVR;3;chemical;Glutamate;
RIAR;SAADR;1;chemical;Glutamate;
RIAR;SIADR;4;chemical;Glutamate;
RIAR;SIAVL;7;chemical;Glutamate;
RIAR;SMBDR;2;chemical;Glutamate;
RIAR;SMDDL;32;chemical;Glutamate;
RIAR;SMDDR;26;chemical;Glutamate;
RIAR;SMDVL;43;chemical;Glutamate;
RIAR;SMDVR;26;chemical;Glutamate;
RICL;ADLR;2;chemical;Octopamine;
RICL;OLQVL;1;chemical;Octopamine;
RICL;CEPDL;1;chemical;Octopamine;OCTR-1
RICL;CEPVL;2;chemical;Octopamine;OCTR-1
RICL;RICR;2;chemical;Octopamine;
RICL;RMFR;2;chemical;Octopamine;
RICL;AVAL;15;chemical;Octopamine;
RICL;AVAR;18;chemical;Octopamine;
RICL;RIML;1;chemical;Octopamine;
RICL;RIMR;8;chemical;Octopamine;
RICL;RIVR;4;chemical;Octopamine;
RICL;SMBDL;5;chemical;Octopamine;
RICL;SMBDR;1;chemical;Octopamine;
RICL;SMDDL;11;chemical;Octopamine;
RICL;SMDDR;8;chemical;Octopamine;
RICL;SMDVR;1;chemical;Octopamine;
RICR;CEPDL;1;chemical;Octopamine;OCTR-1
RICR;CEPDR;1;chemical;Octopamine;OCTR-1
RICR;AIBL;2;chemical;Octopamine;
RICR;AIBR;2;chemical;Octopamine;
RICR;AIZL;6;chemical;Octopamine;
RICR;RICL;3;chemical;Octopamine;
RICR;RMFL;1;chemical;Octopamine;
RICR;RMGL;1;chemical;Octopamine;
RICR;AVKR;1;chemical;Octopamine;
RICR;AVAL;15;chemical;Octopamine;
RICR;AVAR;13;chemical;Octopamine;
RICR;RIML;10;chemical;Octopamine;
RICR;RIMR;1;chemical;Octopamine;
RICR;RIVL;1;chemical;Octopamine;
RICR;SMBDR;3;chemical;Octopamine;
RICR;SMDDL;9;chemical;Octopamine;
RICR;SMDDR;9;chemical;Octopamine;
RICR;SMDVL;6;chemical;Octopamine;
RICR;SMDVR;3;chemical;Octopamine;
RIGL;ADFL;1;chemical;Glutamate;MGL-3
RIGL;ADLL;2;chemical;Glutamate;
RIGL;OLQVL;2;chemical;Glutamate;
RIGL;ALNL;6;chemical;Glutamate;
RIGL;BAGR;3;chemical;Glutamate;
RIGL;URXL;6;chemical;Glutamate;
RIGL;AIBR;4;chemical;Glutamate;GLR-1, GLR-2, GLR-5, MGL-2
RIGL;AIZL;10;chemical;Glutamate;
RIGL;AIZR;2;chemical;Glutamate;
RIGL;RIBL;3;chemical;Glutamate;
RIGL;RMGL;6;chemical;Glutamate;
RIGL;AVKR;17;chemical;Glutamate;GLR-5
RIGL;DVA;1;chemical;Glutamate;GLR-4, GLR-5, NMR-1
RIGL;PVPL;2;chemical;Glutamate;
RIGL;AVEL;7;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
RIGL;AVER;1;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
RIGL;RMHR;23;chemical;Glutamate;
RIGR;AFDR;1;chemical;Glutamate;
RIGR;OLQVR;2;chemical;Glutamate;
RIGR;ALNR;3;chemical;Glutamate;
RIGR;BAGL;2;chemical;Glutamate;
RIGR;URXR;3;chemical;Glutamate;
RIGR;URYVR;2;chemical;Glutamate;
RIGR;AIBL;2;chemical;Glutamate;GLR-1, GLR-2, GLR-5, MGL-2
RIGR;AIZR;5;chemical;Glutamate;
RIGR;RIAR;3;chemical;Glutamate;
RIGR;RIBR;2;chemical;Glutamate;
RIGR;AVKL;21;chemical;Glutamate;GLR-5
RIGR;AVKR;5;chemical;Glutamate;GLR-5
RIGR;DVA;4;chemical;Glutamate;GLR-4, GLR-5, NMR-1
RIGR;DVC;2;chemical;Glutamate;GLR-1
RIGR;PVT;5;chemical;Glutamate;
RIGR;AVDL;1;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
RIGR;AVER;4;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
RIGR;RMHL;17;chemical;Glutamate;
RIH;ADFR;3;chemical;Serotonin;
RIH;IL2L;2;chemical;Serotonin;
RIH;IL2R;3;chemical;Serotonin;
RIH;IL2VL;4;chemical;Serotonin;
RIH;IL2VR;5;chemical;Serotonin;
RIH;OLQDL;11;chemical;Serotonin;
RIH;OLQDR;7;chemical;Serotonin;
RIH;OLQVL;13;chemical;Serotonin;
RIH;OLQVR;7;chemical;Serotonin;
RIH;CEPDL;6;chemical;Serotonin;
RIH;CEPVL;3;chemical;Serotonin;
RIH;CEPVR;6;chemical;Serotonin;
RIH;BAGL;2;chemical;Serotonin;
RIH;BAGR;5;chemical;Serotonin;
RIH;URYVR;4;chemical;Serotonin;SER-1
RIH;AUAR;2;chemical;Serotonin;SER-2
RIH;AIYL;3;chemical;Serotonin;MOD-1, SER-2
RIH;AIYR;4;chemical;Serotonin;MOD-1, SER-2
RIH;AIZL;12;chemical;Serotonin;MOD-1, SER-2
RIH;AIZR;19;chemical;Serotonin;MOD-1, SER-2
RIH;RIAL;34;chemical;Serotonin;SER-1, SER-2
RIH;RIAR;36;chemical;Serotonin;SER-1, SER-2
RIH;RIBL;18;chemical;Serotonin;SER-4
RIH;RIBR;15;chemical;Serotonin;SER-4
RIH;RMER;6;chemical;Serotonin;MOD-1, SER-2
RIH;RMEV;10;chemical;Serotonin;MOD-1, SER-2
RIS;OLLR;5;chemical;GABA;
RIS;CEPDL;4;chemical;GABA;
RIS;CEPVL;7;chemical;GABA;
RIS;CEPVR;4;chemical;GABA;
RIS;URYDR;1;chemical;GABA;
RIS;URYVL;1;chemical;GABA;
RIS;URYVR;5;chemical;GABA;
RIS;RIBL;8;chemical;GABA;
RIS;RIBR;18;chemical;GABA;
RIS;RIS;3;chemical;GABA;
RIS;AVKL;6;chemical;GABA;
RIS;AVKR;13;chemical;GABA;
RIS;AVL;9;chemical;GABA;
RIS;AVEL;17;chemical;GABA;
RIS;AVER;18;chemical;GABA;
RIS;RIML;10;chemical;GABA;
RIS;RIMR;15;chemical;GABA;
RIS;RMDDL;1;chemical;GABA;
RIS;RMDDR;1;chemical;GABA;
RIS;RMDL;10;chemical;GABA;
RIS;RMDR;16;chemical;GABA;
RIS;RMEV;3;chemical;GABA;
RIS;SMDDL;1;chemical;GABA;
RIS;SMDDR;6;chemical;GABA;
RIS;SMDVL;1;chemical;GABA;
RIS;SMDVR;1;chemical;GABA;
URBL;IL1L;10;chemical;Acetylcholine;
URBL;OLLL;1;chemical;Acetylcholine;
URBL;CEPDL;2;chemical;Acetylcholine;
URBL;URXL;26;chemical;Acetylcholine;
URBL;URYDL;1;chemical;Acetylcholine;
URBL;RICL;1;chemical;Acetylcholine;
URBL;RICR;1;chemical;Acetylcholine;
URBL;PVR;1;chemical;Acetylcholine;
URBL;AVBL;1;chemical;Acetylcholine;
URBL;RMDDR;2;chemical;Acetylcholine;
URBL;RMHR;5;chemical;Acetylcholine;
URBL;SIADR;2;chemical;Acetylcholine;
URBL;SIAVL;2;chemical;Acetylcholine;
URBL;SIBVL;1;chemical;Acetylcholine;
URBL;SMBDR;3;chemical;Acetylcholine;
URBR;ADLR;2;chemical;Acetylcholine;
URBR;IL1DR;2;chemical;Acetylcholine;
URBR;IL1R;5;chemical;Acetylcholine;
URBR;IL2R;3;chemical;Acetylcholine;
URBR;OLQDR;2;chemical;Acetylcholine;
URBR;OLLR;1;chemical;Acetylcholine;
URBR;CEPDR;1;chemical;Acetylcholine;
URBR;CEPVR;4;chemical;Acetylcholine;
URBR;URXR;16;chemical;Acetylcholine;
URBR;ADER;1;chemical;Acetylcholine;ACR-16
URBR;RICL;1;chemical;Acetylcholine;
URBR;RICR;1;chemical;Acetylcholine;
URBR;RMGR;8;chemical;Acetylcholine;
URBR;AVBR;1;chemical;Acetylcholine;
URBR;AVDL;1;chemical;Acetylcholine;
URBR;RMDL;1;chemical;Acetylcholine;
URBR;RMDR;1;chemical;Acetylcholine;
URBR;SIADL;3;chemical;Acetylcholine;
URBR;SIAVR;3;chemical;Acetylcholine;
URBR;SIBDR;2;chemical;Acetylcholine;
URBR;SIBVR;2;chemical;Acetylcholine;
URBR;SMBDL;4;chemical;Acetylcholine;
AVL;RIS;1;chemical;GABA;
AVL;AVKR;2;chemical;GABA;
AVL;DVC;2;chemical;GABA;
AVL;PVPR;2;chemical;GABA;
AVL;PVWL;1;chemical;GABA;
AVL;AVEL;3;chemical;GABA;
AVL;RIMR;2;chemical;GABA;
AVL;SABD;9;chemical;GABA;
AVL;SABVL;9;chemical;GABA;
AVL;SABVR;6;chemical;GABA;
AVL;VD12;3;chemical;GABA;
AVL;HSNR;2;chemical;GABA;
DVA;URXL;1;chemical;Acetylcholine;
DVA;URYDL;3;chemical;Acetylcholine;
DVA;AQR;6;chemical;Acetylcholine;
DVA;AUAL;4;chemical;Acetylcholine;
DVA;AUAR;8;chemical;Acetylcholine;
DVA;PDER;1;chemical;Acetylcholine;
DVA;AIZL;5;chemical;Acetylcholine;
DVA;AIZR;3;chemical;Acetylcholine;
DVA;RIAL;3;chemical;Acetylcholine;
DVA;RIAR;4;chemical;Acetylcholine;
DVA;PVPR;3;chemical;Acetylcholine;
DVA;PVR;2;chemical;Acetylcholine;
DVA;PVCL;4;chemical;Acetylcholine;
DVA;PVCR;1;chemical;Acetylcholine;
DVA;AVAL;6;chemical;Acetylcholine;
DVA;AVAR;2;chemical;Acetylcholine;
DVA;AVBL;1;chemical;Acetylcholine;
DVA;AVBR;1;chemical;Acetylcholine;
DVA;AVDR;2;chemical;Acetylcholine;
DVA;AVEL;19;chemical;Acetylcholine;
DVA;AVER;17;chemical;Acetylcholine;
DVA;RIMR;5;chemical;Acetylcholine;
DVA;SAADR;5;chemical;Acetylcholine;
DVA;SABD;2;chemical;Acetylcholine;
DVA;SMBDL;6;chemical;Acetylcholine;
DVA;SMBDR;6;chemical;Acetylcholine;
DVA;SMDVL;1;chemical;Acetylcholine;
DVA;VA12;1;chemical;Acetylcholine;
DVA;VB11;2;chemical;Acetylcholine;
DVB;PHCL;2;chemical;GABA;
DVB;AVL;21;chemical;GABA;
DVB;DVC;5;chemical;GABA;
DVB;PVPL;10;chemical;GABA;
DVB;PDA;2;chemical;GABA;EXP-1
DVB;VD13;1;chemical;GABA;
DVC;PVDR;1;chemical;Glutamate;GLR-4
DVC;AIBL;3;chemical;Glutamate;GLR-1, GLR-2, GLR-5, MGL-2
DVC;AIBR;3;chemical;Glutamate;GLR-1, GLR-2, GLR-5, MGL-2
DVC;RIBL;2;chemical;Glutamate;
DVC;RIBR;6;chemical;Glutamate;
DVC;RIGL;16;chemical;Glutamate;
DVC;RIGR;13;chemical;Glutamate;
DVC;RMFL;14;chemical;Glutamate;
DVC;RMFR;9;chemical;Glutamate;
DVC;AVKL;2;chemical;Glutamate;GLR-5
DVC;PVPL;4;chemical;Glutamate;
DVC;PVT;1;chemical;Glutamate;
DVC;AVAL;14;chemical;Glutamate;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
DVC;AVAR;16;chemical;Glutamate;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
DVC;AVBL;1;chemical;Glutamate;GLR-1, GLR-5
DVC;RIVR;2;chemical;Glutamate;
PVPL;PVDL;1;chemical;Acetylcholine;
PVPL;AQR;8;chemical;Acetylcholine;
PVPL;RIGL;3;chemical;Acetylcholine;
PVPL;AVHR;3;chemical;Acetylcholine;
PVPL;PVCL;3;chemical;Acetylcholine;
PVPL;PVCR;9;chemical;Acetylcholine;
PVPL;AVAL;4;chemical;Acetylcholine;
PVPL;AVAR;3;chemical;Acetylcholine;
PVPL;AVBL;13;chemical;Acetylcholine;
PVPL;AVBR;12;chemical;Acetylcholine;
PVPL;AVDR;3;chemical;Acetylcholine;
PVPR;ADFR;2;chemical;Acetylcholine;
PVPR;ASHR;2;chemical;Acetylcholine;
PVPR;URXR;1;chemical;Acetylcholine;
PVPR;AQR;5;chemical;Acetylcholine;
PVPR;RIAR;2;chemical;Acetylcholine;
PVPR;RIGR;2;chemical;Acetylcholine;
PVPR;AVG;1;chemical;Acetylcholine;
PVPR;AVHL;3;chemical;Acetylcholine;
PVPR;AVJL;2;chemical;Acetylcholine;
PVPR;AVL;4;chemical;Acetylcholine;
PVPR;DVC;3;chemical;Acetylcholine;
PVPR;PVQR;1;chemical;Acetylcholine;
PVPR;PVCL;6;chemical;Acetylcholine;
PVPR;PVCR;13;chemical;Acetylcholine;
PVPR;AVAL;1;chemical;Acetylcholine;
PVPR;AVAR;5;chemical;Acetylcholine;
PVPR;AVBL;8;chemical;Acetylcholine;
PVPR;AVBR;11;chemical;Acetylcholine;
PVPR;HSNR;2;chemical;Acetylcholine;GAR-2
PVQL;ASJL;3;chemical;Glutamate;
PVQL;ASKL;12;chemical;Glutamate;
PVQL;AWAL;1;chemical;Glutamate;
PVQL;AIAL;10;chemical;Glutamate;GLC-3, GLR-2, MGL-1
PVQL;RMGL;1;chemical;Glutamate;
PVQL;AVHR;1;chemical;Glutamate;GLR-4
PVQL;PVPL;1;chemical;Glutamate;
PVQL;HSNL;3;chemical;Glutamate;GLR-5
PVQL;HSNR;6;chemical;Glutamate;GLR-5
PVQR;ASER;2;chemical;Glutamate;MGL-3
PVQR;ASJL;1;chemical;Glutamate;
PVQR;ASKR;6;chemical;Glutamate;
PVQR;AWAR;4;chemical;Glutamate;
PVQR;AIAL;1;chemical;Glutamate;GLC-3, GLR-2, MGL-1
PVQR;AIAR;12;chemical;Glutamate;GLC-3, GLR-2, MGL-1
PVQR;AIMR;2;chemical;Glutamate;
PVQR;RIFR;4;chemical;Glutamate;
PVQR;RMGR;1;chemical;Glutamate;
PVQR;AVFR;1;chemical;Glutamate;
PVQR;AVL;2;chemical;Glutamate;
PVQR;AVBR;1;chemical;Glutamate;GLR-1, GLR-5
PVR;IL1DR;5;chemical;Glutamate;
PVR;IL1VL;9;chemical;Glutamate;
PVR;IL1VR;9;chemical;Glutamate;
PVR;CEPVR;2;chemical;Glutamate;
PVR;ALMR;2;chemical;Glutamate;GLR-8
PVR;PVM;1;chemical;Glutamate;
PVR;SDQR;5;chemical;Glutamate;
PVR;AVJL;11;chemical;Glutamate;GLR-1
PVR;AVJR;5;chemical;Glutamate;GLR-1
PVR;AVKL;1;chemical;Glutamate;GLR-5
PVR;DVA;2;chemical;Glutamate;GLR-4, GLR-5, NMR-1
PVR;PVR;1;chemical;Glutamate;
PVR;PVCL;4;chemical;Glutamate;
PVR;AVBL;17;chemical;Glutamate;GLR-1, GLR-5
PVR;AVBR;17;chemical;Glutamate;GLR-1, GLR-5
PVR;SABD;2;chemical;Glutamate;
PVWL;PVT;1;chemical;Acetylcholine;
PVWL;PVWR;1;chemical;Acetylcholine;
PVWL;PVCL;1;chemical;Acetylcholine;
PVWL;PVCR;1;chemical;Acetylcholine;
PVWL;VD12;1;chemical;Acetylcholine;
PVWR;AVAR;1;chemical;Acetylcholine;
PVWR;AVDR;2;chemical;Acetylcholine;
PVWR;LUAR;1;chemical;Acetylcholine;
PVWR;VA12;1;chemical;Acetylcholine;
PVCL;ADLR;2;chemical;Acetylcholine;
PVCL;ASHR;2;chemical;Acetylcholine;
PVCL;PDER;1;chemical;Acetylcholine;
PVCL;RIS;2;chemical;Acetylcholine;
PVCL;AVG;2;chemical;Acetylcholine;
PVCL;AVJL;3;chemical;Acetylcholine;
PVCL;AVJR;2;chemical;Acetylcholine;
PVCL;DVA;4;chemical;Acetylcholine;
PVCL;RID;12;chemical;Acetylcholine;
PVCL;PVCL;1;chemical;Acetylcholine;
PVCL;PVCR;10;chemical;Acetylcholine;
PVCL;AVAL;5;chemical;Acetylcholine;
PVCL;AVAR;7;chemical;Acetylcholine;
PVCL;AVBL;7;chemical;Acetylcholine;
PVCL;AVBR;27;chemical;Acetylcholine;
PVCL;AVDL;7;chemical;Acetylcholine;
PVCL;AVDR;11;chemical;Acetylcholine;
PVCL;AVEL;2;chemical;Acetylcholine;
PVCL;AVER;7;chemical;Acetylcholine;
PVCL;SIBVL;7;chemical;Acetylcholine;
PVCL;VA11;1;chemical;Acetylcholine;
PVCL;VB11;1;chemical;Acetylcholine;
PVCR;FLPL;2;chemical;Acetylcholine;
PVCR;PVDL;2;chemical;Acetylcholine;
PVCR;PVDR;1;chemical;Acetylcholine;
PVCR;AQR;2;chemical;Acetylcholine;
PVCR;PDER;1;chemical;Acetylcholine;
PVCR;AVHL;1;chemical;Acetylcholine;
